Recognition,all_events,contacts,experiment,import_type,localization,math_events,montage,original_experiment,original_session,pairs,ps4_events,session,subject,subject_alias,system_version,task_events
,protocols/r1/subjects/R1060M/experiments/FR1/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1060M/experiments/FR1/sessions/1/behavioral/current_processed/math_events.json,0,,1,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1060M,R1060M,,protocols/r1/subjects/R1060M/experiments/FR1/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1060M/experiments/FR1/sessions/2/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1060M/experiments/FR1/sessions/2/behavioral/current_processed/math_events.json,0,,2,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,2,R1060M,R1060M,,protocols/r1/subjects/R1060M/experiments/FR1/sessions/2/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1060M/experiments/FR1/sessions/3/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1060M/experiments/FR1/sessions/3/behavioral/current_processed/math_events.json,0,,3,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,3,R1060M,R1060M,,protocols/r1/subjects/R1060M/experiments/FR1/sessions/3/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1060M/experiments/FR2/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR2,build,0,protocols/r1/subjects/R1060M/experiments/FR2/sessions/0/behavioral/current_processed/math_events.json,0,,0,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1060M,R1060M,,protocols/r1/subjects/R1060M/experiments/FR2/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1060M/experiments/FR2/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR2,build,0,protocols/r1/subjects/R1060M/experiments/FR2/sessions/1/behavioral/current_processed/math_events.json,0,,1,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1060M,R1060M,,protocols/r1/subjects/R1060M/experiments/FR2/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1060M/experiments/PAL1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,PAL1,build,0,protocols/r1/subjects/R1060M/experiments/PAL1/sessions/0/behavioral/current_processed/math_events.json,0,,0,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1060M,R1060M,,protocols/r1/subjects/R1060M/experiments/PAL1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1060M/experiments/PAL2/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,PAL2,build,0,protocols/r1/subjects/R1060M/experiments/PAL2/sessions/0/behavioral/current_processed/math_events.json,0,,0,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1060M,R1060M,,protocols/r1/subjects/R1060M/experiments/PAL2/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1060M/experiments/PAL2/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,PAL2,build,0,protocols/r1/subjects/R1060M/experiments/PAL2/sessions/1/behavioral/current_processed/math_events.json,0,,2,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1060M,R1060M,,protocols/r1/subjects/R1060M/experiments/PAL2/sessions/1/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,PS1,build,0,,0,PS,1,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1060M,R1060M,,protocols/r1/subjects/R1060M/experiments/PS1/sessions/0/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,PS2,conversion,0,,0,PS,5,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1060M,R1060M,,protocols/r1/subjects/R1060M/experiments/PS2/sessions/0/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,PS3,build,0,,0,PS,3,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1060M,R1060M,,protocols/r1/subjects/R1060M/experiments/PS3/sessions/0/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,YC1,conversion,0,,0,,0,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1060M,R1060M,,protocols/r1/subjects/R1060M/experiments/YC1/sessions/0/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,YC1,conversion,0,,0,,2,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1060M,R1060M,,protocols/r1/subjects/R1060M/experiments/YC1/sessions/1/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,YC2,conversion,0,,0,,0,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1060M,R1060M,,protocols/r1/subjects/R1060M/experiments/YC2/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1060M/experiments/catFR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1060M/experiments/catFR1/sessions/0/behavioral/current_processed/math_events.json,0,,0,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1060M,R1060M,,protocols/r1/subjects/R1060M/experiments/catFR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1060M/experiments/catFR2/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR2,build,0,protocols/r1/subjects/R1060M/experiments/catFR2/sessions/0/behavioral/current_processed/math_events.json,0,,0,protocols/r1/subjects/R1060M/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1060M,R1060M,,protocols/r1/subjects/R1060M/experiments/catFR2/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1061T/experiments/FR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1061T/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1061T/experiments/FR1/sessions/0/behavioral/current_processed/math_events.json,0,,0,protocols/r1/subjects/R1061T/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1061T,R1061T,,protocols/r1/subjects/R1061T/experiments/FR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1061T/experiments/FR1/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1061T/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1061T/experiments/FR1/sessions/1/behavioral/current_processed/math_events.json,0,,1,protocols/r1/subjects/R1061T/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1061T,R1061T,,protocols/r1/subjects/R1061T/experiments/FR1/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1061T/experiments/FR1/sessions/2/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1061T/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1061T/experiments/FR1/sessions/2/behavioral/current_processed/math_events.json,0,,2,protocols/r1/subjects/R1061T/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,2,R1061T,R1061T,,protocols/r1/subjects/R1061T/experiments/FR1/sessions/2/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1061T/experiments/FR1/sessions/3/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1061T/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1061T/experiments/FR1/sessions/3/behavioral/current_processed/math_events.json,0,,3,protocols/r1/subjects/R1061T/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,3,R1061T,R1061T,,protocols/r1/subjects/R1061T/experiments/FR1/sessions/3/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1061T/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,PS1,conversion,0,,0,PS,1,protocols/r1/subjects/R1061T/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1061T,R1061T,,protocols/r1/subjects/R1061T/experiments/PS1/sessions/0/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1061T/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,PS1,build,0,,0,PS,3,protocols/r1/subjects/R1061T/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1061T,R1061T,,protocols/r1/subjects/R1061T/experiments/PS1/sessions/1/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1061T/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,YC1,conversion,0,,0,,0,protocols/r1/subjects/R1061T/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1061T,R1061T,,protocols/r1/subjects/R1061T/experiments/YC1/sessions/0/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1061T/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,YC2,conversion,0,,0,,0,protocols/r1/subjects/R1061T/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1061T,R1061T,,protocols/r1/subjects/R1061T/experiments/YC2/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1061T/experiments/catFR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1061T/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1061T/experiments/catFR1/sessions/0/behavioral/current_processed/math_events.json,0,,0,protocols/r1/subjects/R1061T/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1061T,R1061T,,protocols/r1/subjects/R1061T/experiments/catFR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1062J/experiments/FR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1062J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1062J/experiments/FR1/sessions/0/behavioral/current_processed/math_events.json,0,,0,protocols/r1/subjects/R1062J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1062J,R1062J,,protocols/r1/subjects/R1062J/experiments/FR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1062J/experiments/FR1/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1062J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1062J/experiments/FR1/sessions/1/behavioral/current_processed/math_events.json,0,,1,protocols/r1/subjects/R1062J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1062J,R1062J,,protocols/r1/subjects/R1062J/experiments/FR1/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1062J/experiments/FR1/sessions/2/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1062J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1062J/experiments/FR1/sessions/2/behavioral/current_processed/math_events.json,0,,2,protocols/r1/subjects/R1062J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,2,R1062J,R1062J,,protocols/r1/subjects/R1062J/experiments/FR1/sessions/2/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1062J/experiments/FR1/sessions/3/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1062J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1062J/experiments/FR1/sessions/3/behavioral/current_processed/math_events.json,0,,3,protocols/r1/subjects/R1062J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,3,R1062J,R1062J,,protocols/r1/subjects/R1062J/experiments/FR1/sessions/3/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1062J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,PS1,build,0,,0,PS,2,protocols/r1/subjects/R1062J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1062J,R1062J,,protocols/r1/subjects/R1062J/experiments/PS1/sessions/0/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1062J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,PS3,build,0,,0,PS,3,protocols/r1/subjects/R1062J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1062J,R1062J,,protocols/r1/subjects/R1062J/experiments/PS3/sessions/0/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1062J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,YC1,conversion,0,,0,,1,protocols/r1/subjects/R1062J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1062J,R1062J,,protocols/r1/subjects/R1062J/experiments/YC1/sessions/0/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1062J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,YC1,conversion,0,,0,,3,protocols/r1/subjects/R1062J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1062J,R1062J,,protocols/r1/subjects/R1062J/experiments/YC1/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1063C/experiments/FR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1063C/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1063C/experiments/FR1/sessions/0/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1063C/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1063C,R1063C,1.0,protocols/r1/subjects/R1063C/experiments/FR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1063C/experiments/FR1/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1063C/localizations/0/montages/1/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1063C/experiments/FR1/sessions/1/behavioral/current_processed/math_events.json,1,,0,protocols/r1/subjects/R1063C/localizations/0/montages/1/neuroradiology/current_processed/pairs.json,,1,R1063C,R1063C_1,1.0,protocols/r1/subjects/R1063C/experiments/FR1/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1063C/experiments/PAL1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1063C/localizations/0/montages/1/neuroradiology/current_processed/contacts.json,PAL1,build,0,protocols/r1/subjects/R1063C/experiments/PAL1/sessions/0/behavioral/current_processed/math_events.json,1,,0,protocols/r1/subjects/R1063C/localizations/0/montages/1/neuroradiology/current_processed/pairs.json,,0,R1063C,R1063C_1,,protocols/r1/subjects/R1063C/experiments/PAL1/sessions/0/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1063C/localizations/0/montages/1/neuroradiology/current_processed/contacts.json,YC1,conversion,0,,1,,0,protocols/r1/subjects/R1063C/localizations/0/montages/1/neuroradiology/current_processed/pairs.json,,0,R1063C,R1063C_1,,protocols/r1/subjects/R1063C/experiments/YC1/sessions/0/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1063C/localizations/0/montages/1/neuroradiology/current_processed/contacts.json,YC1,conversion,0,,1,,1,protocols/r1/subjects/R1063C/localizations/0/montages/1/neuroradiology/current_processed/pairs.json,,1,R1063C,R1063C_1,,protocols/r1/subjects/R1063C/experiments/YC1/sessions/1/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1064E/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,PS1,build,0,,0,PS,1,protocols/r1/subjects/R1064E/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1064E,R1064E,,protocols/r1/subjects/R1064E/experiments/PS1/sessions/0/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1064E/localizations/1/montages/1/neuroradiology/current_processed/contacts.json,PS1,build,1,,1,PS,1,protocols/r1/subjects/R1064E/localizations/1/montages/1/neuroradiology/current_processed/pairs.json,,1,R1064E,R1064E_1,,protocols/r1/subjects/R1064E/experiments/PS1/sessions/1/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1064E/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,PS2,build,0,,0,PS,2,protocols/r1/subjects/R1064E/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1064E,R1064E,,protocols/r1/subjects/R1064E/experiments/PS2/sessions/0/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1064E/localizations/1/montages/1/neuroradiology/current_processed/contacts.json,PS2,build,1,,1,PS,2,protocols/r1/subjects/R1064E/localizations/1/montages/1/neuroradiology/current_processed/pairs.json,,1,R1064E,R1064E_1,,protocols/r1/subjects/R1064E/experiments/PS2/sessions/1/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1064E/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,PS3,build,0,,0,PS,3,protocols/r1/subjects/R1064E/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1064E,R1064E,,protocols/r1/subjects/R1064E/experiments/PS3/sessions/0/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1064E/localizations/1/montages/1/neuroradiology/current_processed/contacts.json,PS3,build,1,,1,PS,3,protocols/r1/subjects/R1064E/localizations/1/montages/1/neuroradiology/current_processed/pairs.json,,1,R1064E,R1064E_1,,protocols/r1/subjects/R1064E/experiments/PS3/sessions/1/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1064E/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,YC1,conversion,0,,0,,0,protocols/r1/subjects/R1064E/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1064E,R1064E,,protocols/r1/subjects/R1064E/experiments/YC1/sessions/0/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1064E/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,YC1,conversion,0,,0,,1,protocols/r1/subjects/R1064E/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1064E,R1064E,,protocols/r1/subjects/R1064E/experiments/YC1/sessions/1/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1064E/localizations/1/montages/1/neuroradiology/current_processed/contacts.json,YC1,conversion,1,,1,,0,protocols/r1/subjects/R1064E/localizations/1/montages/1/neuroradiology/current_processed/pairs.json,,2,R1064E,R1064E_1,,protocols/r1/subjects/R1064E/experiments/YC1/sessions/2/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1065J/experiments/FR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1065J/experiments/FR1/sessions/0/behavioral/current_processed/math_events.json,0,,0,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1065J,R1065J,,protocols/r1/subjects/R1065J/experiments/FR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1065J/experiments/FR1/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1065J/experiments/FR1/sessions/1/behavioral/current_processed/math_events.json,0,,1,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1065J,R1065J,,protocols/r1/subjects/R1065J/experiments/FR1/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1065J/experiments/FR1/sessions/2/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1065J/experiments/FR1/sessions/2/behavioral/current_processed/math_events.json,0,,2,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,2,R1065J,R1065J,,protocols/r1/subjects/R1065J/experiments/FR1/sessions/2/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1065J/experiments/FR1/sessions/3/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1065J/experiments/FR1/sessions/3/behavioral/current_processed/math_events.json,0,,3,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,3,R1065J,R1065J,,protocols/r1/subjects/R1065J/experiments/FR1/sessions/3/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1065J/experiments/FR1/sessions/4/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1065J/experiments/FR1/sessions/4/behavioral/current_processed/math_events.json,0,,4,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,4,R1065J,R1065J,,protocols/r1/subjects/R1065J/experiments/FR1/sessions/4/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1065J/experiments/FR1/sessions/5/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1065J/experiments/FR1/sessions/5/behavioral/current_processed/math_events.json,0,,5,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,5,R1065J,R1065J,,protocols/r1/subjects/R1065J/experiments/FR1/sessions/5/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1065J/experiments/PAL1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,PAL1,build,0,protocols/r1/subjects/R1065J/experiments/PAL1/sessions/0/behavioral/current_processed/math_events.json,0,,0,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1065J,R1065J,,protocols/r1/subjects/R1065J/experiments/PAL1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1065J/experiments/PAL1/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,PAL1,build,0,protocols/r1/subjects/R1065J/experiments/PAL1/sessions/1/behavioral/current_processed/math_events.json,0,,1,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1065J,R1065J,,protocols/r1/subjects/R1065J/experiments/PAL1/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1065J/experiments/PAL1/sessions/2/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,PAL1,build,0,protocols/r1/subjects/R1065J/experiments/PAL1/sessions/2/behavioral/current_processed/math_events.json,0,,2,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,2,R1065J,R1065J,,protocols/r1/subjects/R1065J/experiments/PAL1/sessions/2/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,PS1,build,0,,0,PS,1,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1065J,R1065J,,protocols/r1/subjects/R1065J/experiments/PS1/sessions/0/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,YC1,conversion,0,,0,,0,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1065J,R1065J,,protocols/r1/subjects/R1065J/experiments/YC1/sessions/0/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,YC1,conversion,0,,0,,1,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1065J,R1065J,,protocols/r1/subjects/R1065J/experiments/YC1/sessions/1/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,YC1,conversion,0,,0,,2,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,2,R1065J,R1065J,,protocols/r1/subjects/R1065J/experiments/YC1/sessions/2/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,YC1,conversion,0,,0,,3,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,3,R1065J,R1065J,,protocols/r1/subjects/R1065J/experiments/YC1/sessions/3/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,YC1,conversion,0,,0,,4,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,4,R1065J,R1065J,,protocols/r1/subjects/R1065J/experiments/YC1/sessions/4/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,YC1,conversion,0,,0,,5,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,5,R1065J,R1065J,,protocols/r1/subjects/R1065J/experiments/YC1/sessions/5/behavioral/current_processed/task_events.json
,,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,YC2,conversion,0,,0,,0,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1065J,R1065J,,protocols/r1/subjects/R1065J/experiments/YC2/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1065J/experiments/catFR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1065J/experiments/catFR1/sessions/0/behavioral/current_processed/math_events.json,0,,0,protocols/r1/subjects/R1065J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1065J,R1065J,,protocols/r1/subjects/R1065J/experiments/catFR1/sessions/0/behavioral/current_processed/task_events.json
